"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @BolindoMiss1975: Lets think about this, Biden says we are leaving Afghanistan, No, Biden the Taliban is throwing US out, next, why is U…",FALSE,0,NA,2021-08-26 09:46:25,FALSE,NA,"1430828973659987968",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","rbelcastro2",3,TRUE,FALSE,NA,NA
"RT @joimbow: WITH FRIENDS LIKE THESE....

The Real Winner of the Afghan War? It’s Not Who You Think. https://t.co/7Dhc9DQAYC",FALSE,0,NA,2021-08-26 09:46:25,FALSE,NA,"1430828972032544769",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","ScottVarney501",1,TRUE,FALSE,NA,NA
"RT @PressTV: Founder of US mercenary firm Blackwater charging people $6,500 to escape Kabul chaos
https://t.co/qgI09A6bSf",FALSE,0,NA,2021-08-26 09:46:24,FALSE,NA,"1430828971151826949",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","joekellyca",17,TRUE,FALSE,NA,NA
"RT @AskAnshul: 1. Protests across Rajasthan's Jaisalmer against the Alladin Khan Memorial Cricket tournament because a team named 'Taliban…",FALSE,0,NA,2021-08-26 09:46:24,FALSE,NA,"1430828970535178241",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","IAF_Abhimanyu",1242,TRUE,FALSE,NA,NA
"RT @tchbastard: ‘I am an Australian citizen’: man beaten by Taliban while trying to flee Afghanistan https://t.co/KUMjD6ujjF",FALSE,0,NA,2021-08-26 09:46:24,FALSE,NA,"1430828968786030593",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","lorraindeer",5,TRUE,FALSE,NA,NA
"RT @newscomauHQ: Taliban fighters shot and killed a woman for not wearing a burqa in Afghanistan, on the same day the group pledged to hono…",FALSE,0,NA,2021-08-26 09:46:24,FALSE,NA,"1430828968698015744",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","office_das",484,TRUE,FALSE,NA,NA
"RT @SaharaReporters: Taliban Government To Ban Music In Afghanistan, Speaks On Women Covering Themselves | Sahara Reporters https://t.co/VZ…",FALSE,0,NA,2021-08-26 09:46:23,FALSE,NA,"1430828966420512772",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","greykryptonite",50,TRUE,FALSE,NA,NA
"RT @MorganOrtagus: We shouldn't have to beg the Taliban to get Americans out of Afghanistan. The United States should evacuate every Americ…",FALSE,0,NA,2021-08-26 09:46:23,FALSE,NA,"1430828964231229440",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ryuukanen",229,TRUE,FALSE,NA,NA
"RT @FrudBezhan: Afghan journalists and activists have staged a sit-in protest in #Kabul. 

They’re urging the international community to ev…",FALSE,0,NA,2021-08-26 09:46:23,FALSE,NA,"1430828964025614337",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","caringerel",29,TRUE,FALSE,NA,NA
"@DineshDSouza @HHepplewhite Wise man former USA President Donald Trump kept shaking hands with Russian President Pu… https://t.co/ovXlxZvFr5",FALSE,0,"DineshDSouza",2021-08-26 09:46:22,TRUE,"1430809755900067843","1430828963077795843","91882544","<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","drbashirqureshi",0,FALSE,FALSE,NA,NA
"RT @sudhirchaudhary: Latest video of @AmrullahSaleh2 the man leading the #Panjshir resistance against the Taliban. In an exclusive intervie…",FALSE,0,NA,2021-08-26 09:46:22,FALSE,NA,"1430828962746298378",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","RealRakesh2020",283,TRUE,FALSE,NA,NA
"RT @dhairyam14: Further, Jaishankar says that frequent firing incidents near #Kabulairport, multiple checkpoints by various groups and over…",FALSE,0,NA,2021-08-26 09:46:21,FALSE,NA,"1430828956152893446",NA,"<a href=\"https://twitter.com/FreeBet13\" rel=\"nofollow\">Retweetteuse</a>","4Tchat",1,TRUE,FALSE,NA,NA
"RT @zerohedge: Taliban Secures World's Largest Lithium Deposits After US Withdrawal From Afghanistan https://t.co/6PoHCIXEaS",FALSE,0,NA,2021-08-26 09:46:21,FALSE,NA,"1430828955980947456",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","_TheBlindTrader",13,TRUE,FALSE,NA,NA
"RT @AskAnshul: 1. Protests across Rajasthan's Jaisalmer against the Alladin Khan Memorial Cricket tournament because a team named 'Taliban…",FALSE,0,NA,2021-08-26 09:46:20,FALSE,NA,"1430828954584162304",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","RaviSin46265064",1242,TRUE,FALSE,NA,NA
"is Amb. @gmukhopadhaya suggesting India shud not engage with #Taliban and instead \"stand by\" so-called Panjshiri Re… https://t.co/iBwGuCtRPj",FALSE,0,NA,2021-08-26 09:46:20,TRUE,NA,"1430828952990339074",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","journalistreyaz",0,FALSE,FALSE,NA,NA
"RT @anneapplebaum: This is both moving and insightful, though it also illustrates a point @KoriSchake has made: why was the Afghan army tra…",FALSE,0,NA,2021-08-26 09:46:18,FALSE,NA,"1430828946044641283",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","E2dot7182818284",133,TRUE,FALSE,NA,NA
"RT @zerohedge: Taliban Secures World's Largest Lithium Deposits After US Withdrawal From Afghanistan https://t.co/6PoHCIXEaS",FALSE,0,NA,2021-08-26 09:46:18,FALSE,NA,"1430828945402830849",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","rens_beck",13,TRUE,FALSE,NA,NA
"RT @France24_en: \"The scene is increasingly panicked and chaotic (...) No #Afghan citizens are being let through by the #Taliban.\"

Western…",FALSE,0,NA,2021-08-26 09:46:18,FALSE,NA,"1430828944039845890",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","AnastasiaFennec",30,TRUE,FALSE,NA,NA
"Image of women in chain after Taliban seized Afghanistan? <U+274C>

<U+0001F1EE><U+0001F1F6> The image has been doctored to add a steel chain; t… https://t.co/zoH3Muu1zb",FALSE,0,NA,2021-08-26 09:46:18,TRUE,NA,"1430828943737724929",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","AFPFactCheck",0,FALSE,FALSE,NA,NA
"RT @AskAnshul: 1. Protests across Rajasthan's Jaisalmer against the Alladin Khan Memorial Cricket tournament because a team named 'Taliban…",FALSE,0,NA,2021-08-26 09:46:17,FALSE,NA,"1430828939430166530",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","rajnish_sharma",1242,TRUE,FALSE,NA,NA
"RT @PanjshirProvin1: Accept the fact. 
When I wrote this 3 days ago Indians didn’t like it now here is the Taliban allies in #Kashmir. 
-
#…",FALSE,0,NA,2021-08-26 09:46:14,FALSE,NA,"1430828929602887680",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ShounakSinhaRay",1,TRUE,FALSE,NA,NA
"RT @MeidasTouch: Kevin McCarthy is whining that 5,000 Taliban prisoners were released in Afghanistan. Maybe he should take it up with the g…",FALSE,0,NA,2021-08-26 09:46:14,FALSE,NA,"1430828928516739078",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","orum_holly",5382,TRUE,FALSE,NA,NA
"RT @PressTV: Founder of US mercenary firm Blackwater charging people $6,500 to escape Kabul chaos
https://t.co/qgI09A6bSf",FALSE,0,NA,2021-08-26 09:46:14,FALSE,NA,"1430828926843162628",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","raza8_danish",17,TRUE,FALSE,NA,NA
"RT @filmervishal: Taliban is the original builder of Afghanistan. 

Razakars were original builders of Bangladesh.

Jaish e Muhammad is the…",FALSE,0,NA,2021-08-26 09:46:13,FALSE,NA,"1430828922313134080",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Mohit45685707",13,TRUE,FALSE,NA,NA
"Further, Jaishankar says that frequent firing incidents near #Kabulairport, multiple checkpoints by various groups… https://t.co/4Z8HFYWEuI",FALSE,0,NA,2021-08-26 09:46:12,TRUE,NA,"1430828920417308678",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","dhairyam14",1,FALSE,FALSE,NA,NA
"RT @SHAHKK14: #AntiPakPropagandaExposed
Incompetent &amp; corrupt Afghan govt squander the chance to govern and develop Afghanistan, which allo…",FALSE,0,NA,2021-08-26 09:46:12,FALSE,NA,"1430828919310192648",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","SHAHKK14",1,TRUE,FALSE,NA,NA
"RT @TRACEYALISON1: Pen Farthing stuck at Kabul Airport with staff and animals after Taliban 'block evacuation' #kabulairport #OperationArk…",FALSE,0,NA,2021-08-26 09:46:12,FALSE,NA,"1430828917817069572",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","Dogtown24469326",2,TRUE,FALSE,NA,NA
"RT @hallaboutafrica: Kampala will never look so good for one Ugandan desperate to get out of Afghanistan. Wall Street Journal is reporting…",FALSE,0,NA,2021-08-26 09:46:10,FALSE,NA,"1430828911064137729",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","elisonk",58,TRUE,FALSE,NA,NA
"Muhammad Ali said he dreamt of building a cryptocurrency business before the Taliban began its sweep through Afghan… https://t.co/16Wd7g2CTb",FALSE,0,NA,2021-08-26 09:46:10,TRUE,NA,"1430828909780783106",NA,"<a href=\"https://webnow.company\" rel=\"nofollow\">webnowcompany</a>","webnowcompany",0,FALSE,FALSE,NA,NA
"RT @NoraMulready: Over last week I've seen @stonewalluk use every tool in its armoury to get LGBTQ+ people out of Afghanistan. People who a…",FALSE,0,NA,2021-08-26 09:46:09,FALSE,NA,"1430828908019081218",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","BrightonianB",106,TRUE,FALSE,NA,NA
"RT @ddale8: Kevin McCarthy warned on Fox that there are 5,000 prisoners who “just left Afghanistan” and are hoping to cross US borders. The…",FALSE,0,NA,2021-08-26 09:46:09,FALSE,NA,"1430828907507429378",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","ShannonS1013",9951,TRUE,FALSE,NA,NA
"RT @GuardianAus: Afghanistan reports of torture and killing contradict Taliban’s promises https://t.co/kczinfRza4",FALSE,0,NA,2021-08-26 09:46:09,FALSE,NA,"1430828906618179586",NA,"<a href=\"https://m1.t7w.co\" rel=\"nofollow\">T7 App</a>","fmllolnews",12,TRUE,FALSE,NA,NA
"RT @AFP: VIDEO: <U+0001F1FA><U+0001F1F8> The US was \"aggressively\" reaching out to roughly 1,000 Americans still in #Afghanistan to see if \"they still want to le…",FALSE,0,NA,2021-08-26 09:46:09,FALSE,NA,"1430828906089574401",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","jazmasigan_2",15,TRUE,FALSE,NA,NA
"RT @GasantAbarder: Where was all this Afghanistan analysis over the last 20 years? I can't swing my arms without hitting an expert. The maj…",FALSE,0,NA,2021-08-26 09:46:08,FALSE,NA,"1430828902612623362",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","aslamcricket",8,TRUE,FALSE,NA,NA
"RT @MeFixerr: Afghans who are claiming they are running away from Taliban ought to be given options like Rawanda, Ethopia, Mozambique; lets…",FALSE,0,NA,2021-08-26 09:46:06,FALSE,NA,"1430828895868276742",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","mmahamm1",119,TRUE,FALSE,NA,NA
"@natiqmalikzada @BBCYaldaHakim Pakistan should not allow them at all, or else they will keep getting blamed for giv… https://t.co/Od5DdltRA8",FALSE,0,"natiqmalikzada",2021-08-26 09:46:05,TRUE,"1430575665925935107","1430828889643827202","2418068074","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Usaid_khan",0,FALSE,FALSE,NA,NA
"<U+2757><U+FE0F>News about #ISIS terrorists moving towards Turkish troops in #Libya

<U+0001F449>inspired by #Taliban's pressure on #Turkey… https://t.co/S0ID13MfMC",FALSE,1,NA,2021-08-26 09:46:05,TRUE,NA,"1430828888775593989",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","daliaziada",0,FALSE,FALSE,NA,NA
"RT @kmanveen_: With the Taliban takeover of Afghanistan, the history of the minuscule but important Sikh community in the country could be…",FALSE,0,NA,2021-08-26 09:46:05,FALSE,NA,"1430828888305799172",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ChopraDilpreet",2,TRUE,FALSE,NA,NA
"RT @the_truepicture: As the world watches Afghan women &amp;children escape the Taliban rule, measures taken by Modi Govt now appear foresighte…",FALSE,0,NA,2021-08-26 09:46:04,FALSE,NA,"1430828887504654345",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","Savitri4Ever",1,TRUE,FALSE,NA,NA
"RT @AskAnshul: 1. Protests across Rajasthan's Jaisalmer against the Alladin Khan Memorial Cricket tournament because a team named 'Taliban…",FALSE,0,NA,2021-08-26 09:46:04,FALSE,NA,"1430828886724550658",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ArvindKariya3",1242,TRUE,FALSE,NA,NA
"Afghan public should consider him as a strong leader and Masood as the strong commander to safegaurd Afghanistan fr… https://t.co/jK1J4WzzpH",FALSE,0,"aumkhalki",2021-08-26 09:46:04,TRUE,"1430828880881803264","1430828885302603776","3164526080","<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","aumkhalki",0,FALSE,FALSE,NA,NA
"RT @newsmax: President Biden cracked a joke when asked by a reporter what he plans to do if U.S. citizens remain in Afghanistan following t…",FALSE,0,NA,2021-08-26 09:46:04,FALSE,NA,"1430828884833021952",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","SusanLordBiz",23,TRUE,FALSE,NA,NA
"RT @axidentaliberal: @atrupar The debacle we see in Afghanistan today

Began with Nikki Haley in 2018

When she worked for the Trump admini…",FALSE,0,NA,2021-08-26 09:46:02,FALSE,NA,"1430828877505470468",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","annie_noneya",206,TRUE,FALSE,NA,NA
"RT @Chellaney: Afghanistan has now returned as Pakistan’s cash cow—from opium poppy cultivation to trade in illicit arms, narcotics and ter…",FALSE,0,NA,2021-08-26 09:46:02,FALSE,NA,"1430828876163428355",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","DRajilwad",47,TRUE,FALSE,NA,NA
"RT @OsintUpdates: #BreakingNews: <U+0001F6A8> A @TOLOnews reporter Zian Khan Yaad brutally beaten by Taliban fighters in the center of Kabul city as h…",FALSE,0,NA,2021-08-26 09:46:02,FALSE,NA,"1430828875257237506",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","KolkataEye",8,TRUE,FALSE,NA,NA
"RT @RealDrGina: I have a friend desperately trying to get out of Afghanistan.  He helped out military.  Taliban has a death order on him.…",FALSE,0,NA,2021-08-26 09:46:01,FALSE,NA,"1430828871054774272",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","BIGHAAS15",543,TRUE,FALSE,NA,NA
"RT @MailOnline: Music will be banned in Afghanistan and women will need a male chaperone if they travel alone for three days, Taliban leade…",FALSE,0,NA,2021-08-26 09:46:00,FALSE,NA,"1430828870429724674",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","SaifKha32556239",162,TRUE,FALSE,NA,NA
"RT @yarotrof: “The contractors also took proprietary software and weapons systems with them. They physically removed our helicopter missile…",FALSE,0,NA,2021-08-26 09:46:00,FALSE,NA,"1430828868957523976",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","h_hamrah",277,TRUE,FALSE,NA,NA
"RT @fpjindia: #Mumbai: Centre should take all parties in confidence on #Afghanistan issue, says @nawabmalikncp 
#Taliban #Kabul 
https://t.…",FALSE,0,NA,2021-08-26 09:46:00,FALSE,NA,"1430828868101828608",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ibnehasanShaik1",3,TRUE,FALSE,NA,NA
"RT @zerohedge: Taliban Secures World's Largest Lithium Deposits After US Withdrawal From Afghanistan https://t.co/6PoHCIXEaS",FALSE,0,NA,2021-08-26 09:45:58,FALSE,NA,"1430828860564779010",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","daverburgess",13,TRUE,FALSE,NA,NA
"@USMC___ @SandDollar04 @DonaldJTrumpJr Leader of taliban was released by Obama. Yes Trump wanted to leave Afghanist… https://t.co/7vG1vqNLlM",FALSE,0,"USMC___",2021-08-26 09:45:58,TRUE,"1430667673176731650","1430828858798968839","2726702870","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","TonyZam56108857",0,FALSE,FALSE,NA,NA
"RT @BBCYaldaHakim: The Taliban has appointed former Guantanamo detainee mullah Abdul Qayyum Zakir as acting defence minister, according to…",FALSE,0,NA,2021-08-26 09:45:57,FALSE,NA,"1430828856534093826",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Olasyaar007",318,TRUE,FALSE,NA,NA
"RT @zerohedge: Taliban Secures World's Largest Lithium Deposits After US Withdrawal From Afghanistan https://t.co/6PoHCIXEaS",FALSE,0,NA,2021-08-26 09:45:56,FALSE,NA,"1430828850401796100",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Kireinaoto17",13,TRUE,FALSE,NA,NA
"Thousands of #Afghans are seen sitting in a cramped space in the scorching heat at the #SpinBoldak border to escape… https://t.co/IzQ0v90iKV",FALSE,0,NA,2021-08-26 09:45:55,TRUE,NA,"1430828845993627648",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","indiacom",0,FALSE,FALSE,NA,NA
"Sean Parnell: Taliban is dictating terms to greatest military might in the world
Rep. Jim Banks and Sean Parnell we… https://t.co/DW1yhRYaSE",FALSE,0,NA,2021-08-26 09:45:53,TRUE,NA,"1430828839912026113",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","tammytabby",0,FALSE,FALSE,NA,NA
"RT @OpIndia_com: ‘Maybe Taliban sent him to India’: Petition filed against Tamal Bhattacharya for praising Taliban after his evacuation fro…",FALSE,0,NA,2021-08-26 09:45:51,FALSE,NA,"1430828829434544130",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","PurwarBharat",191,TRUE,FALSE,NA,NA
"RT @IhteshamAfghan: Spinboldak: A large number of Afghans Want to Enter Pakistan, But Pakistani Authorities with their Proxies Taliban On t…",FALSE,0,NA,2021-08-26 09:45:50,FALSE,NA,"1430828825701666817",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","carlottagall",149,TRUE,FALSE,NA,NA
"I Commanded Afghan Troops This Year. We Were Betrayed. https://t.co/tuN4E1lnkK",FALSE,0,NA,2021-08-26 09:45:48,FALSE,NA,"1430828817875099653",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","pcb_clark",0,FALSE,FALSE,NA,NA
"RT @AskAnshul: 1. Protests across Rajasthan's Jaisalmer against the Alladin Khan Memorial Cricket tournament because a team named 'Taliban…",FALSE,0,NA,2021-08-26 09:45:48,FALSE,NA,"1430828817145221123",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Seetharamakota3",1242,TRUE,FALSE,NA,NA
"RT @hadisaifi22: <U+0001F6A8> <U+0001F6A8> <U+0001F4E2>
Please share &amp; retweet this campaign the fund URGENTLY needed to start evacuation from Afghanistan.
#Afghanistan #Ha…",FALSE,0,NA,2021-08-26 09:45:47,FALSE,NA,"1430828814058221570",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","HazaraRefugee",1,TRUE,FALSE,NA,NA
"RT @SenTedCruz: President Biden must immediately, clearly, and unapologetically tell the world— including Taliban terrorists—the United Sta…",FALSE,0,NA,2021-08-26 09:45:45,FALSE,NA,"1430828805392846851",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Unctarheels4545",2776,TRUE,FALSE,NA,NA
"RT @TOLOnews: TOLOnews reporter Ziar Yaad and his cameraman were beaten by Taliban in #Kabul city while they were working on a report on We…",FALSE,0,NA,2021-08-26 09:45:44,FALSE,NA,"1430828803618639876",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","ArbabImranKhan3",139,TRUE,FALSE,NA,NA
"RT @Natsecjeff: Tomorrow is Friday, big day of the week for Muslims. So naturally Taliban's \"Invitation and Guidance Commission\" has releas…",FALSE,0,NA,2021-08-26 09:45:43,FALSE,NA,"1430828798929510403",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","27kislev5719",2,TRUE,FALSE,NA,NA
"RT @zerohedge: Taliban Secures World's Largest Lithium Deposits After US Withdrawal From Afghanistan https://t.co/6PoHCIXEaS",FALSE,0,NA,2021-08-26 09:45:41,FALSE,NA,"1430828790025007104",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","fred953909571",13,TRUE,FALSE,NA,NA
"RT @Natsecjeff: Tomorrow is Friday, big day of the week for Muslims. So naturally Taliban's \"Invitation and Guidance Commission\" has releas…",FALSE,0,NA,2021-08-26 09:45:41,FALSE,NA,"1430828788451930112",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","benavu54",2,TRUE,FALSE,NA,NA
"RT @ItsShubhangi: After surrendering Afghanistan to Taliban, looks like Biden Administration has surrendered to Covid as well. 

24 Aug:
1,…",FALSE,0,NA,2021-08-26 09:45:40,FALSE,NA,"1430828786795298817",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","sandeepthesun",429,TRUE,FALSE,NA,NA
"RT @TIME: \"What will happen when the world looks away?\" An Afghan teacher on how the world can protect girls from the Taliban
https://t.co/…",FALSE,0,NA,2021-08-26 09:45:40,FALSE,NA,"1430828784475906049",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","mariasolet",39,TRUE,FALSE,NA,NA
"RT @farnazfassihi: A 345-seat chartered plane to evacuate Afghans leaves Kabul empty today because they couldn't get through Taliban checkp…",FALSE,0,NA,2021-08-26 09:45:40,FALSE,NA,"1430828784375062532",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","msbunibun",1473,TRUE,FALSE,NA,NA
"It is understandable why the defeated Western forces and India want to see a fragmented and divided Afghanistan pos… https://t.co/MpK4UuATRY",FALSE,0,NA,2021-08-26 09:45:40,TRUE,NA,"1430828784316555266",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","QUsamaM",0,FALSE,FALSE,NA,NA
"Accept the fact. 
When I wrote this 3 days ago Indians didn’t like it now here is the Taliban allies in #Kashmir.… https://t.co/B2ASS2UYoD",FALSE,1,NA,2021-08-26 09:45:40,TRUE,NA,"1430828782986874881",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","PanjshirProvin1",1,FALSE,FALSE,NA,NA
"@Hassan_Nasirr Isi spread hate against pakistani Taliban but they want afghan Taliban regime to rule Kabul Afghanis… https://t.co/Ee2dbA6JFK",FALSE,0,"Hassan_Nasirr",2021-08-26 09:45:39,TRUE,"1430502702539235328","1430828782341005312","4752794313","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","croo_john",0,FALSE,FALSE,NA,NA
"RT @tweetofrachna: @AskAnshul Tamal Bhattacharya should be sent to Afghanistan to his Talibani brothers in the same flight from which he wa…",FALSE,0,NA,2021-08-26 09:45:39,FALSE,NA,"1430828780612820993",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","SasmitaMahapa13",11,TRUE,FALSE,NA,NA
"“When the U.S. invaded Afghanistan in 2001, the global economy looked a lot different: Tesla Inc. wasn’t a company,… https://t.co/pTIvnIfTTz",FALSE,0,NA,2021-08-26 09:45:37,TRUE,NA,"1430828771456782337",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","BashirGharwal",0,FALSE,FALSE,NA,NA
"It's not the first time the dramatic and imposing #Panjshir Valley has been a flashpoint in #Afghanistan's recent t… https://t.co/Up2BJLfgqS",FALSE,0,NA,2021-08-26 09:45:36,TRUE,NA,"1430828770252951552",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","SuhrabSirat",0,FALSE,FALSE,NA,NA
"RT @duty2warn: The gaslighting and projection never stops. Kevin McCarthy said “Why aren't they protecting the border from those 5,000 pris…",FALSE,0,NA,2021-08-26 09:45:36,FALSE,NA,"1430828768604602372",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","mycatisjack",1703,TRUE,FALSE,NA,NA
"RT @AskAnshul: 1. Protests across Rajasthan's Jaisalmer against the Alladin Khan Memorial Cricket tournament because a team named 'Taliban…",FALSE,0,NA,2021-08-26 09:45:35,FALSE,NA,"1430828764947091458",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","RajmaCh07146363",1242,TRUE,FALSE,NA,NA
"RT @zerohedge: Taliban Secures World's Largest Lithium Deposits After US Withdrawal From Afghanistan https://t.co/6PoHCIXEaS",FALSE,0,NA,2021-08-26 09:45:35,FALSE,NA,"1430828763189809153",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","blankness009",13,TRUE,FALSE,NA,NA
"RT @FrudBezhan: Afghan journalists and activists have staged a sit-in protest in #Kabul. 

They’re urging the international community to ev…",FALSE,0,NA,2021-08-26 09:45:34,FALSE,NA,"1430828761474285572",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","JamesMitchem6",29,TRUE,FALSE,NA,NA
"RT @farnazfassihi: A 345-seat chartered plane to evacuate Afghans leaves Kabul empty today because they couldn't get through Taliban checkp…",FALSE,0,NA,2021-08-26 09:45:32,FALSE,NA,"1430828752469168129",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","llacigart",1473,TRUE,FALSE,NA,NA
